2023-11-14-bithumb-btc-orderbook
   ,  price  ,quantity  ,type,         timestamp
0,49414000,0.6357,0,2023-11-14 03:11:14
1,49412000,0.0145,0,2023-11-14 03:11:14
2,49411000,0.0044,0,2023-11-14 03:11:14
3,49410000,0.0010,0,2023-11-14 03:11:14
4,49409000,0.0049,0,2023-11-14 03:11:14
0,49415000,0.0053,1,2023-11-14 03:11:14
1,49416000,0.0015,1,2023-11-14 03:11:14
2,49417000,0.0364,1,2023-11-14 03:11:14
3,49418000,0.0063,1,2023-11-14 03:11:14
4,49419000,0.0900,1,2023-11-14 03:11:14
   ,   price , quantity ,e  ,          timestamp
0,49417000,2.4045,0,2023-11-14 03:11:19
1,49415000,0.0081,0,2023-11-14 03:11:19
2,49414000,0.5061,0,2023-11-14 03:11:19
3,49413000,0.0059,0,2023-11-14 03:11:19
4,49412000,0.0082,0,2023-11-14 03:11:19
0,49418000,0.0063,1,2023-11-14 03:11:19
1,49419000,0.0543,1,2023-11-14 03:11:19
2,49420000,0.0061,1,2023-11-14 03:11:19
3,49421000,0.0049,1,2023-11-14 03:11:19
4,49422000,0.0003,1,2023-11-14 03:11:19
   ,   price , quantity ,e  ,          timestamp
0,49424000,0.1094,0,2023-11-14 03:11:24
1,49423000,0.0072,0,2023-11-14 03:11:24
2,49422000,0.0055,0,2023-11-14 03:11:24
3,49421000,0.0055,0,2023-11-14 03:11:24
4,49420000,0.0060,0,2023-11-14 03:11:24
0,49425000,0.8964,1,2023-11-14 03:11:24
1,49426000,0.0057,1,2023-11-14 03:11:24
2,49427000,0.0048,1,2023-11-14 03:11:24
3,49428000,0.0058,1,2023-11-14 03:11:24
4,49429000,0.0095,1,2023-11-14 03:11:24
   ,   price , quantity ,e  ,          timestamp
0,49429000,0.0046,0,2023-11-14 03:11:29
1,49428000,0.0092,0,2023-11-14 03:11:29
2,49427000,0.0050,0,2023-11-14 03:11:29
3,49426000,0.0060,0,2023-11-14 03:11:29
4,49425000,0.0055,0,2023-11-14 03:11:29
0,49431000,0.0139,1,2023-11-14 03:11:29
1,49432000,0.0485,1,2023-11-14 03:11:29
2,49433000,0.0010,1,2023-11-14 03:11:29
3,49434000,0.0047,1,2023-11-14 03:11:29
4,49435000,0.0056,1,2023-11-14 03:11:29
   ,   price , quantity ,e  ,          timestamp
0,49424000,0.0058,0,2023-11-14 03:11:34
1,49423000,0.0041,0,2023-11-14 03:11:34
2,49422000,0.0055,0,2023-11-14 03:11:34
3,49421000,0.0055,0,2023-11-14 03:11:34
4,49420000,0.0060,0,2023-11-14 03:11:34
0,49425000,0.0017,1,2023-11-14 03:11:34
1,49427000,0.0961,1,2023-11-14 03:11:34
2,49428000,0.0653,1,2023-11-14 03:11:34
3,49429000,0.3111,1,2023-11-14 03:11:34
4,49430000,0.0046,1,2023-11-14 03:11:34
   ,   price , quantity ,e  ,          timestamp
0,49422000,0.0058,0,2023-11-14 03:11:39
1,49420000,0.0017,0,2023-11-14 03:11:39
2,49419000,0.0042,0,2023-11-14 03:11:39
3,49418000,0.0056,0,2023-11-14 03:11:39
4,49417000,0.0050,0,2023-11-14 03:11:39
0,49424000,0.0108,1,2023-11-14 03:11:39
1,49425000,0.0049,1,2023-11-14 03:11:39
2,49426000,0.0055,1,2023-11-14 03:11:39
3,49427000,0.0302,1,2023-11-14 03:11:39
4,49428000,0.0047,1,2023-11-14 03:11:39
   ,   price , quantity ,e  ,          timestamp
0,49424000,0.0045,0,2023-11-14 03:11:44
1,49423000,0.0727,0,2023-11-14 03:11:44
2,49422000,0.0058,0,2023-11-14 03:11:44
3,49421000,0.0046,0,2023-11-14 03:11:44
4,49420000,0.0017,0,2023-11-14 03:11:44
0,49425000,0.0169,1,2023-11-14 03:11:44
1,49426000,0.0056,1,2023-11-14 03:11:44
2,49428000,0.0049,1,2023-11-14 03:11:44
3,49429000,0.0317,1,2023-11-14 03:11:44
4,49430000,0.0204,1,2023-11-14 03:11:44
   ,   price , quantity ,e  ,          timestamp
0,49420000,0.0042,0,2023-11-14 03:11:49
1,49419000,0.0049,0,2023-11-14 03:11:49
2,49418000,0.0056,0,2023-11-14 03:11:49
3,49417000,0.0050,0,2023-11-14 03:11:49
4,49416000,0.0058,0,2023-11-14 03:11:49
0,49424000,0.0103,1,2023-11-14 03:11:49
1,49425000,0.0045,1,2023-11-14 03:11:49
2,49426000,0.0056,1,2023-11-14 03:11:49
3,49428000,0.0895,1,2023-11-14 03:11:49
4,49429000,0.0317,1,2023-11-14 03:11:49
   ,   price , quantity ,e  ,          timestamp
0,49419000,0.2166,0,2023-11-14 03:11:54
1,49418000,0.0056,0,2023-11-14 03:11:54
2,49417000,0.0050,0,2023-11-14 03:11:54
3,49416000,0.0471,0,2023-11-14 03:11:54
4,49415000,0.0049,0,2023-11-14 03:11:54
0,49423000,0.0047,1,2023-11-14 03:11:54
1,49424000,0.0042,1,2023-11-14 03:11:54
2,49425000,0.0004,1,2023-11-14 03:11:54
3,49426000,0.0056,1,2023-11-14 03:11:54
4,49428000,0.0886,1,2023-11-14 03:11:54
   ,   price , quantity ,e  ,          timestamp
0,49430000,0.0001,0,2023-11-14 03:11:59
1,49426000,0.0155,0,2023-11-14 03:11:59
2,49425000,0.0045,0,2023-11-14 03:11:59
3,49424000,0.0054,0,2023-11-14 03:11:59
4,49423000,0.0060,0,2023-11-14 03:11:59
0,49432000,0.0701,1,2023-11-14 03:11:59
1,49433000,0.1103,1,2023-11-14 03:11:59
2,49434000,0.1403,1,2023-11-14 03:11:59
3,49435000,0.0056,1,2023-11-14 03:11:59
4,49436000,0.0046,1,2023-11-14 03:11:59
   ,   price , quantity ,e  ,          timestamp
0,49429000,0.0055,0,2023-11-14 03:12:04
1,49428000,0.0059,0,2023-11-14 03:12:04
2,49427000,0.0058,0,2023-11-14 03:12:04
3,49426000,0.0051,0,2023-11-14 03:12:04
4,49425000,0.0045,0,2023-11-14 03:12:04
0,49431000,0.0034,1,2023-11-14 03:12:04
1,49432000,0.0650,1,2023-11-14 03:12:04
2,49433000,0.0613,1,2023-11-14 03:12:04
3,49434000,0.1403,1,2023-11-14 03:12:04
4,49435000,0.0056,1,2023-11-14 03:12:04
   ,   price , quantity ,e  ,          timestamp
0,49430000,0.0045,0,2023-11-14 03:12:09
1,49429000,0.0055,0,2023-11-14 03:12:09
2,49428000,0.0059,0,2023-11-14 03:12:09
3,49427000,0.0058,0,2023-11-14 03:12:09
4,49426000,0.0051,0,2023-11-14 03:12:09
0,49433000,0.0057,1,2023-11-14 03:12:09
1,49434000,0.0210,1,2023-11-14 03:12:09
2,49435000,0.0056,1,2023-11-14 03:12:09
3,49436000,0.0044,1,2023-11-14 03:12:09
4,49437000,0.0084,1,2023-11-14 03:12:09
   ,   price , quantity ,e  ,          timestamp
0,49427000,0.0204,0,2023-11-14 03:12:14
1,49426000,0.0060,0,2023-11-14 03:12:14
2,49425000,0.0056,0,2023-11-14 03:12:14
3,49424000,0.0052,0,2023-11-14 03:12:14
4,49423000,0.0060,0,2023-11-14 03:12:14
0,49428000,0.0911,1,2023-11-14 03:12:14
1,49429000,0.0353,1,2023-11-14 03:12:14
2,49430000,0.0047,1,2023-11-14 03:12:14
3,49431000,0.0045,1,2023-11-14 03:12:14
4,49432000,0.0056,1,2023-11-14 03:12:14
   ,   price , quantity ,e  ,          timestamp
0,49429000,0.0016,0,2023-11-14 03:12:19
1,49428000,0.2213,0,2023-11-14 03:12:19
2,49427000,0.2019,0,2023-11-14 03:12:19
3,49426000,0.0002,0,2023-11-14 03:12:19
4,49425000,0.0056,0,2023-11-14 03:12:19
0,49430000,0.0047,1,2023-11-14 03:12:19
1,49431000,0.0045,1,2023-11-14 03:12:19
2,49432000,0.0056,1,2023-11-14 03:12:19
3,49433000,0.0057,1,2023-11-14 03:12:19
4,49434000,0.0161,1,2023-11-14 03:12:19
   ,   price , quantity ,e  ,          timestamp
0,49430000,0.0043,0,2023-11-14 03:12:24
1,49429000,0.0052,0,2023-11-14 03:12:24
2,49428000,0.0053,0,2023-11-14 03:12:24
3,49427000,0.0061,0,2023-11-14 03:12:24
4,49426000,0.0002,0,2023-11-14 03:12:24
0,49431000,0.0038,1,2023-11-14 03:12:24
1,49432000,0.0061,1,2023-11-14 03:12:24
2,49433000,0.0618,1,2023-11-14 03:12:24
3,49434000,0.0043,1,2023-11-14 03:12:24
4,49435000,0.0056,1,2023-11-14 03:12:24
   ,   price , quantity ,e  ,          timestamp
0,49445000,0.0009,0,2023-11-14 03:12:29
1,49444000,0.0045,0,2023-11-14 03:12:29
2,49443000,0.0060,0,2023-11-14 03:12:29
3,49442000,0.0043,0,2023-11-14 03:12:29
4,49441000,0.0041,0,2023-11-14 03:12:29
0,49446000,0.0060,1,2023-11-14 03:12:29
1,49447000,0.0054,1,2023-11-14 03:12:29
2,49448000,0.0055,1,2023-11-14 03:12:29
3,49449000,0.0046,1,2023-11-14 03:12:29
4,49450000,0.0147,1,2023-11-14 03:12:29
   ,   price , quantity ,e  ,          timestamp
0,49447000,0.1322,0,2023-11-14 03:12:34
1,49444000,0.0060,0,2023-11-14 03:12:34
2,49443000,0.0426,0,2023-11-14 03:12:34
3,49442000,0.0043,0,2023-11-14 03:12:34
4,49441000,2.4041,0,2023-11-14 03:12:34
0,49448000,0.0025,1,2023-11-14 03:12:34
1,49449000,0.0046,1,2023-11-14 03:12:34
2,49450000,0.0147,1,2023-11-14 03:12:34
3,49451000,0.0059,1,2023-11-14 03:12:34
4,49452000,0.0062,1,2023-11-14 03:12:34
   ,   price , quantity ,e  ,          timestamp
0,49441000,0.0041,0,2023-11-14 03:12:38
1,49440000,0.0042,0,2023-11-14 03:12:38
2,49439000,0.0055,0,2023-11-14 03:12:38
3,49438000,0.0051,0,2023-11-14 03:12:38
4,49437000,0.0053,0,2023-11-14 03:12:38
0,49445000,0.2168,1,2023-11-14 03:12:38
1,49446000,0.3277,1,2023-11-14 03:12:38
2,49447000,0.0041,1,2023-11-14 03:12:38
3,49448000,0.0866,1,2023-11-14 03:12:38
4,49449000,0.0046,1,2023-11-14 03:12:38
   ,   price , quantity ,e  ,          timestamp
0,49436000,0.0005,0,2023-11-14 03:12:43
1,49435000,0.0060,0,2023-11-14 03:12:43
2,49434000,0.0059,0,2023-11-14 03:12:43
3,49433000,0.0048,0,2023-11-14 03:12:43
4,49432000,0.0042,0,2023-11-14 03:12:43
0,49438000,0.0052,1,2023-11-14 03:12:43
1,49439000,0.2219,1,2023-11-14 03:12:43
2,49440000,0.0055,1,2023-11-14 03:12:43
3,49441000,0.1103,1,2023-11-14 03:12:43
4,49442000,0.0041,1,2023-11-14 03:12:43
   ,   price , quantity ,e  ,          timestamp
0,49432000,0.0059,0,2023-11-14 03:12:48
1,49431000,0.0273,0,2023-11-14 03:12:48
2,49430000,0.0043,0,2023-11-14 03:12:48
3,49429000,0.0052,0,2023-11-14 03:12:48
4,49428000,0.0090,0,2023-11-14 03:12:48
0,49434000,0.0047,1,2023-11-14 03:12:48
1,49435000,0.0057,1,2023-11-14 03:12:48
2,49436000,0.0060,1,2023-11-14 03:12:48
3,49437000,0.0049,1,2023-11-14 03:12:48
4,49438000,0.0052,1,2023-11-14 03:12:48
   ,   price , quantity ,e  ,          timestamp
0,49436000,0.0322,0,2023-11-14 03:12:53
1,49435000,0.0229,0,2023-11-14 03:12:53
2,49434000,0.0053,0,2023-11-14 03:12:53
3,49433000,0.0048,0,2023-11-14 03:12:53
4,49432000,0.0059,0,2023-11-14 03:12:53
0,49437000,0.0049,1,2023-11-14 03:12:53
1,49438000,0.0052,1,2023-11-14 03:12:53
2,49439000,0.0051,1,2023-11-14 03:12:53
3,49440000,0.0055,1,2023-11-14 03:12:53
4,49441000,0.0916,1,2023-11-14 03:12:53
   ,   price , quantity ,e  ,          timestamp
0,49433000,0.0151,0,2023-11-14 03:12:58
1,49432000,0.0059,0,2023-11-14 03:12:58
2,49431000,0.0049,0,2023-11-14 03:12:58
3,49430000,0.0043,0,2023-11-14 03:12:58
4,49429000,0.0052,0,2023-11-14 03:12:58
0,49436000,0.0010,1,2023-11-14 03:12:58
1,49437000,0.2217,1,2023-11-14 03:12:58
2,49438000,0.0052,1,2023-11-14 03:12:58
3,49439000,0.0051,1,2023-11-14 03:12:58
4,49440000,0.0055,1,2023-11-14 03:12:58
   ,   price , quantity ,e  ,          timestamp
0,49430000,0.0161,0,2023-11-14 03:13:03
1,49429000,0.0052,0,2023-11-14 03:13:03
2,49428000,0.0451,0,2023-11-14 03:13:03
3,49427000,0.0061,0,2023-11-14 03:13:03
4,49426000,0.0063,0,2023-11-14 03:13:03
0,49433000,0.0059,1,2023-11-14 03:13:03
1,49434000,0.0047,1,2023-11-14 03:13:03
2,49435000,0.0047,1,2023-11-14 03:13:03
3,49436000,0.0053,1,2023-11-14 03:13:03
4,49437000,0.0049,1,2023-11-14 03:13:03
   ,   price , quantity ,e  ,          timestamp
0,49437000,0.0247,0,2023-11-14 03:13:08
1,49436000,0.0059,0,2023-11-14 03:13:08
2,49435000,0.0050,0,2023-11-14 03:13:08
3,49434000,0.0127,0,2023-11-14 03:13:08
4,49433000,0.0059,0,2023-11-14 03:13:08
0,49439000,0.0005,1,2023-11-14 03:13:08
1,49440000,0.0055,1,2023-11-14 03:13:08
2,49441000,0.0042,1,2023-11-14 03:13:08
3,49442000,0.0041,1,2023-11-14 03:13:08
4,49443000,0.0043,1,2023-11-14 03:13:08
   ,   price , quantity ,e  ,          timestamp
0,49426000,0.0013,0,2023-11-14 03:13:13
1,49425000,0.0041,0,2023-11-14 03:13:13
2,49424000,0.0063,0,2023-11-14 03:13:13
3,49423000,0.0063,0,2023-11-14 03:13:13
4,49422000,0.0046,0,2023-11-14 03:13:13
0,49428000,0.1822,1,2023-11-14 03:13:13
1,49429000,0.2220,1,2023-11-14 03:13:13
2,49430000,0.0052,1,2023-11-14 03:13:13
3,49431000,0.0043,1,2023-11-14 03:13:13
4,49432000,0.0940,1,2023-11-14 03:13:13
   ,   price , quantity ,e  ,          timestamp
0,49424000,0.0063,0,2023-11-14 03:13:18
1,49423000,0.0063,0,2023-11-14 03:13:18
2,49422000,0.0046,0,2023-11-14 03:13:18
3,49421000,0.0084,0,2023-11-14 03:13:18
4,49420000,0.0046,0,2023-11-14 03:13:18
0,49425000,0.0905,1,2023-11-14 03:13:18
1,49426000,0.0041,1,2023-11-14 03:13:18
2,49427000,0.0060,1,2023-11-14 03:13:18
3,49428000,0.0052,1,2023-11-14 03:13:18
4,49429000,0.0052,1,2023-11-14 03:13:18
   ,   price , quantity ,e  ,          timestamp
0,49424000,0.0063,0,2023-11-14 03:13:23
1,49423000,0.0063,0,2023-11-14 03:13:23
2,49422000,0.0046,0,2023-11-14 03:13:23
3,49421000,0.0084,0,2023-11-14 03:13:23
4,49420000,0.0046,0,2023-11-14 03:13:23
0,49425000,0.0905,1,2023-11-14 03:13:23
1,49426000,0.0041,1,2023-11-14 03:13:23
2,49427000,0.0060,1,2023-11-14 03:13:23
3,49428000,0.0052,1,2023-11-14 03:13:23
4,49429000,0.0201,1,2023-11-14 03:13:23
   ,   price , quantity ,e  ,          timestamp
0,49426000,0.0058,0,2023-11-14 03:13:28
1,49425000,0.0059,0,2023-11-14 03:13:28
2,49424000,0.0005,0,2023-11-14 03:13:28
3,49423000,0.0064,0,2023-11-14 03:13:28
4,49422000,0.0437,0,2023-11-14 03:13:28
0,49427000,0.0606,1,2023-11-14 03:13:28
1,49428000,0.0095,1,2023-11-14 03:13:28
2,49429000,0.0052,1,2023-11-14 03:13:28
3,49430000,0.0052,1,2023-11-14 03:13:28
4,49431000,0.0043,1,2023-11-14 03:13:28
   ,   price , quantity ,e  ,          timestamp
0,49425000,0.0254,0,2023-11-14 03:13:33
1,49424000,0.0005,0,2023-11-14 03:13:33
2,49423000,0.0121,0,2023-11-14 03:13:33
3,49422000,0.0434,0,2023-11-14 03:13:33
4,49421000,0.0085,0,2023-11-14 03:13:33
0,49426000,0.0606,1,2023-11-14 03:13:33
1,49427000,0.0058,1,2023-11-14 03:13:33
2,49428000,0.0042,1,2023-11-14 03:13:33
3,49429000,0.0052,1,2023-11-14 03:13:33
4,49430000,0.0052,1,2023-11-14 03:13:33
   ,   price , quantity ,e  ,          timestamp
0,49424000,0.0005,0,2023-11-14 03:13:38
1,49423000,0.0064,0,2023-11-14 03:13:38
2,49422000,0.0046,0,2023-11-14 03:13:38
3,49421000,0.0085,0,2023-11-14 03:13:38
4,49420000,0.0047,0,2023-11-14 03:13:38
0,49425000,0.3674,1,2023-11-14 03:13:38
1,49426000,0.1315,1,2023-11-14 03:13:38
2,49427000,0.0058,1,2023-11-14 03:13:38
3,49428000,0.0042,1,2023-11-14 03:13:38
4,49429000,0.0052,1,2023-11-14 03:13:38
   ,   price , quantity ,e  ,          timestamp
0,49426000,0.0153,0,2023-11-14 03:13:43
1,49425000,2.0201,0,2023-11-14 03:13:43
2,49424000,0.0005,0,2023-11-14 03:13:43
3,49423000,0.0064,0,2023-11-14 03:13:43
4,49422000,0.0046,0,2023-11-14 03:13:43
0,49427000,0.0661,1,2023-11-14 03:13:43
1,49428000,0.0042,1,2023-11-14 03:13:43
2,49429000,0.0052,1,2023-11-14 03:13:43
3,49430000,0.0053,1,2023-11-14 03:13:43
4,49431000,0.0544,1,2023-11-14 03:13:43
   ,   price , quantity ,e  ,          timestamp
0,49427000,0.0153,0,2023-11-14 03:13:48
1,49426000,0.0223,0,2023-11-14 03:13:48
2,49425000,0.0048,0,2023-11-14 03:13:48
3,49424000,2.0005,0,2023-11-14 03:13:48
4,49423000,0.0064,0,2023-11-14 03:13:48
0,49428000,0.0042,1,2023-11-14 03:13:48
1,49429000,0.0052,1,2023-11-14 03:13:48
2,49430000,0.0053,1,2023-11-14 03:13:48
3,49431000,0.0044,1,2023-11-14 03:13:48
4,49432000,0.0043,1,2023-11-14 03:13:48
   ,   price , quantity ,e  ,          timestamp
0,49431000,0.0199,0,2023-11-14 03:13:53
1,49430000,0.0054,0,2023-11-14 03:13:53
2,49429000,0.0058,0,2023-11-14 03:13:53
3,49428000,2.0052,0,2023-11-14 03:13:53
4,49427000,0.0061,0,2023-11-14 03:13:53
0,49433000,0.0044,1,2023-11-14 03:13:53
1,49434000,0.0060,1,2023-11-14 03:13:53
2,49435000,0.0051,1,2023-11-14 03:13:53
3,49436000,0.0051,1,2023-11-14 03:13:53
4,49437000,0.0060,1,2023-11-14 03:13:53
   ,   price , quantity ,e  ,          timestamp
0,49431000,0.0010,0,2023-11-14 03:13:58
1,49430000,0.0054,0,2023-11-14 03:13:58
2,49429000,0.0058,0,2023-11-14 03:13:58
3,49428000,2.0052,0,2023-11-14 03:13:58
4,49427000,0.0061,0,2023-11-14 03:13:58
0,49433000,0.0068,1,2023-11-14 03:13:58
1,49434000,0.0060,1,2023-11-14 03:13:58
2,49435000,0.0051,1,2023-11-14 03:13:58
3,49436000,0.0051,1,2023-11-14 03:13:58
4,49437000,0.0060,1,2023-11-14 03:13:58
   ,   price , quantity ,e  ,          timestamp
0,49431000,0.0120,0,2023-11-14 03:14:03
1,49430000,0.0054,0,2023-11-14 03:14:03
2,49429000,0.0058,0,2023-11-14 03:14:03
3,49428000,2.0052,0,2023-11-14 03:14:03
4,49427000,0.0061,0,2023-11-14 03:14:03
0,49433000,0.0017,1,2023-11-14 03:14:03
1,49434000,0.0060,1,2023-11-14 03:14:03
2,49435000,0.0051,1,2023-11-14 03:14:03
3,49436000,0.0051,1,2023-11-14 03:14:03
4,49437000,0.0060,1,2023-11-14 03:14:03
   ,   price , quantity ,e  ,          timestamp
0,49435000,0.0046,0,2023-11-14 03:14:08
1,49434000,0.0045,0,2023-11-14 03:14:08
2,49433000,0.0053,0,2023-11-14 03:14:08
3,49432000,2.0050,0,2023-11-14 03:14:08
4,49431000,0.0055,0,2023-11-14 03:14:08
0,49436000,0.2121,1,2023-11-14 03:14:08
1,49437000,0.0060,1,2023-11-14 03:14:08
2,49438000,0.0091,1,2023-11-14 03:14:08
3,49439000,0.0388,1,2023-11-14 03:14:08
4,49440000,0.0056,1,2023-11-14 03:14:08
   ,   price , quantity ,e  ,          timestamp
0,49423000,0.0017,0,2023-11-14 03:14:13
1,49422000,2.0046,0,2023-11-14 03:14:13
2,49421000,0.0045,0,2023-11-14 03:14:13
3,49420000,0.0045,0,2023-11-14 03:14:13
4,49419000,0.0057,0,2023-11-14 03:14:13
0,49427000,0.2217,1,2023-11-14 03:14:13
1,49428000,0.3765,1,2023-11-14 03:14:13
2,49429000,0.0052,1,2023-11-14 03:14:13
3,49430000,0.0918,1,2023-11-14 03:14:13
4,49431000,0.0054,1,2023-11-14 03:14:13
   ,   price , quantity ,e  ,          timestamp
0,49420000,0.2176,0,2023-11-14 03:14:18
1,49419000,0.0159,0,2023-11-14 03:14:18
2,49418000,0.0045,0,2023-11-14 03:14:18
3,49417000,0.0060,0,2023-11-14 03:14:18
4,49416000,2.0049,0,2023-11-14 03:14:18
0,49422000,0.0044,1,2023-11-14 03:14:18
1,49423000,0.0046,1,2023-11-14 03:14:18
2,49424000,0.0060,1,2023-11-14 03:14:18
3,49425000,0.0060,1,2023-11-14 03:14:18
4,49426000,0.0047,1,2023-11-14 03:14:18
   ,   price , quantity ,e  ,          timestamp
0,49423000,0.2160,0,2023-11-14 03:14:23
1,49422000,0.0002,0,2023-11-14 03:14:23
2,49420000,0.0022,0,2023-11-14 03:14:23
3,49419000,0.0159,0,2023-11-14 03:14:23
4,49418000,2.0045,0,2023-11-14 03:14:23
0,49425000,0.0060,1,2023-11-14 03:14:23
1,49426000,0.0047,1,2023-11-14 03:14:23
2,49427000,0.0086,1,2023-11-14 03:14:23
3,49428000,0.0061,1,2023-11-14 03:14:23
4,49429000,0.0052,1,2023-11-14 03:14:23
   ,   price , quantity ,e  ,          timestamp
0,49428000,0.0051,0,2023-11-14 03:14:28
1,49427000,0.0048,0,2023-11-14 03:14:28
2,49425000,0.2178,0,2023-11-14 03:14:28
3,49424000,0.0041,0,2023-11-14 03:14:28
4,49423000,0.0153,0,2023-11-14 03:14:28
0,49429000,0.0081,1,2023-11-14 03:14:28
1,49430000,0.0052,1,2023-11-14 03:14:28
2,49433000,0.0387,1,2023-11-14 03:14:28
3,49435000,0.0047,1,2023-11-14 03:14:28
4,49436000,0.0658,1,2023-11-14 03:14:28
   ,   price , quantity ,e  ,          timestamp
0,49418000,0.0045,0,2023-11-14 03:14:33
1,49417000,0.0172,0,2023-11-14 03:14:33
2,49416000,0.0051,0,2023-11-14 03:14:33
3,49415000,0.0048,0,2023-11-14 03:14:33
4,49414000,0.0118,0,2023-11-14 03:14:33
0,49421000,0.0059,1,2023-11-14 03:14:33
1,49426000,0.0338,1,2023-11-14 03:14:33
2,49427000,0.0476,1,2023-11-14 03:14:33
3,49428000,0.0937,1,2023-11-14 03:14:33
4,49429000,0.0030,1,2023-11-14 03:14:33
   ,   price , quantity ,e  ,          timestamp
0,49417000,0.2188,0,2023-11-14 03:14:38
1,49416000,0.0051,0,2023-11-14 03:14:38
2,49415000,0.0158,0,2023-11-14 03:14:38
3,49414000,0.0118,0,2023-11-14 03:14:38
4,49413000,0.0168,0,2023-11-14 03:14:38
0,49421000,0.6788,1,2023-11-14 03:14:38
1,49427000,0.0507,1,2023-11-14 03:14:38
2,49428000,0.0047,1,2023-11-14 03:14:38
3,49429000,0.0030,1,2023-11-14 03:14:38
4,49430000,1.2498,1,2023-11-14 03:14:38
   ,   price , quantity ,e  ,          timestamp
0,49419000,0.2176,0,2023-11-14 03:14:43
1,49418000,0.0057,0,2023-11-14 03:14:43
2,49417000,0.0131,0,2023-11-14 03:14:43
3,49416000,0.0051,0,2023-11-14 03:14:43
4,49415000,0.0158,0,2023-11-14 03:14:43
0,49420000,0.0541,1,2023-11-14 03:14:43
1,49421000,0.6829,1,2023-11-14 03:14:43
2,49423000,0.1091,1,2023-11-14 03:14:43
3,49427000,0.0476,1,2023-11-14 03:14:43
4,49428000,0.0047,1,2023-11-14 03:14:43
   ,   price , quantity ,e  ,          timestamp
0,49419000,0.1568,0,2023-11-14 03:14:47
1,49418000,0.0057,0,2023-11-14 03:14:47
2,49417000,0.0131,0,2023-11-14 03:14:47
3,49416000,0.0051,0,2023-11-14 03:14:47
4,49415000,0.0544,0,2023-11-14 03:14:47
0,49420000,0.0003,1,2023-11-14 03:14:47
1,49421000,0.0056,1,2023-11-14 03:14:47
2,49427000,0.0540,1,2023-11-14 03:14:47
3,49428000,0.0372,1,2023-11-14 03:14:47
4,49429000,0.8850,1,2023-11-14 03:14:47
   ,   price , quantity ,e  ,          timestamp
0,49419000,0.1678,0,2023-11-14 03:14:52
1,49418000,0.0057,0,2023-11-14 03:14:52
2,49417000,0.0131,0,2023-11-14 03:14:52
3,49416000,0.0051,0,2023-11-14 03:14:52
4,49415000,0.0544,0,2023-11-14 03:14:52
0,49421000,0.0056,1,2023-11-14 03:14:52
1,49425000,0.0500,1,2023-11-14 03:14:52
2,49426000,0.0860,1,2023-11-14 03:14:52
3,49427000,0.0040,1,2023-11-14 03:14:52
4,49428000,0.0367,1,2023-11-14 03:14:52
   ,   price , quantity ,e  ,          timestamp
0,49423000,0.0050,0,2023-11-14 03:14:57
1,49420000,0.0060,0,2023-11-14 03:14:57
2,49419000,0.0290,0,2023-11-14 03:14:57
3,49418000,0.0057,0,2023-11-14 03:14:57
4,49417000,0.0241,0,2023-11-14 03:14:57
0,49425000,0.1268,1,2023-11-14 03:14:57
1,49426000,0.0055,1,2023-11-14 03:14:57
2,49427000,0.0040,1,2023-11-14 03:14:57
3,49428000,0.0433,1,2023-11-14 03:14:57
4,49429000,0.8040,1,2023-11-14 03:14:57
   ,   price , quantity ,e  ,          timestamp
0,49423000,0.0050,0,2023-11-14 03:15:02
1,49420000,0.0060,0,2023-11-14 03:15:02
2,49419000,0.0400,0,2023-11-14 03:15:02
3,49418000,0.0057,0,2023-11-14 03:15:02
4,49417000,0.0241,0,2023-11-14 03:15:02
0,49425000,0.1243,1,2023-11-14 03:15:02
1,49426000,0.0055,1,2023-11-14 03:15:02
2,49427000,0.0040,1,2023-11-14 03:15:02
3,49428000,0.0047,1,2023-11-14 03:15:02
4,49429000,0.8040,1,2023-11-14 03:15:02
   ,   price , quantity ,e  ,          timestamp
0,49426000,0.2243,0,2023-11-14 03:15:07
1,49425000,0.0192,0,2023-11-14 03:15:07
2,49424000,0.0055,0,2023-11-14 03:15:07
3,49423000,0.0015,0,2023-11-14 03:15:07
4,49421000,0.0039,0,2023-11-14 03:15:07
0,49428000,0.0035,1,2023-11-14 03:15:07
1,49429000,0.0040,1,2023-11-14 03:15:07
2,49430000,0.0052,1,2023-11-14 03:15:07
3,49431000,0.0524,1,2023-11-14 03:15:07
4,49432000,0.0388,1,2023-11-14 03:15:07
   ,   price , quantity ,e  ,          timestamp
0,49418000,0.0057,0,2023-11-14 03:15:12
1,49417000,0.0241,0,2023-11-14 03:15:12
2,49416000,0.0051,0,2023-11-14 03:15:12
